study_id,hypothesis_id,seed,x,value,series
1,H5,1031,0.6,0.9864798188209534,bias_score
1,H5,1031,0.8,0.9871518611907959,bias_score
1,H5,1031,1.0,0.9840717315673828,bias_score
1,H6,1031,T0,0.9855289459228516,bias
1,H6,1031,T1,0.9891637563705444,bias
1,H6,1031,T2,0.9865162968635559,bias
1,H5,1032,0,0.9853146076202393,bias_score
1,H5,1032,0.2,0.9798553586006165,bias_score
1,H5,1032,0.4,0.9809600710868835,bias_score
1,H5,1032,0.6,0.9846187829971313,bias_score
1,H5,1032,0.8,0.9842236042022705,bias_score
1,H5,1032,1.0,0.9838210344314575,bias_score
1,H6,1032,T0,0.9852871894836426,bias
1,H6,1032,T1,0.9832441210746765,bias
1,H6,1032,T2,0.9835816621780396,bias
1,H5,1033,0,0.9954103231430054,bias_score
1,H5,1033,0.2,0.9933795928955078,bias_score
1,H5,1033,0.4,0.9959575533866882,bias_score
1,H5,1033,0.6,0.9954687356948853,bias_score
1,H5,1033,0.8,0.9955855011940002,bias_score
1,H5,1033,1.0,0.9951419234275818,bias_score
1,H6,1033,T0,0.9952923059463501,bias
1,H6,1033,T1,0.9949873685836792,bias
1,H6,1033,T2,0.9959375262260437,bias
1,H5,1034,0,0.9910361766815186,bias_score
1,H5,1034,0.2,0.9890157580375671,bias_score
1,H5,1034,0.4,0.9899459481239319,bias_score
1,H5,1034,0.6,0.9921520948410034,bias_score
1,H5,1034,0.8,0.9909936785697937,bias_score
1,H5,1034,1.0,0.9912644624710083,bias_score
1,H6,1034,T0,0.989403247833252,bias
1,H6,1034,T1,0.9913886189460754,bias
1,H6,1034,T2,0.9909647107124329,bias
1,H5,1035,0,0.9918179512023926,bias_score
1,H5,1035,0.2,0.9889918565750122,bias_score
1,H5,1035,0.4,0.9869627356529236,bias_score
1,H5,1035,0.6,0.9904392957687378,bias_score
1,H5,1035,0.8,0.9894075989723206,bias_score
1,H5,1035,1.0,0.9895422458648682,bias_score
1,H6,1035,T0,0.98915034532547,bias
1,H6,1035,T1,0.987554669380188,bias
1,H6,1035,T2,0.990174412727356,bias
1,H5,1036,0,0.992839515209198,bias_score
1,H5,1036,0.2,0.9931227564811707,bias_score
1,H5,1036,0.4,0.9919534921646118,bias_score
1,H5,1036,0.6,0.994378387928009,bias_score
1,H5,1036,0.8,0.9914582371711731,bias_score
1,H5,1036,1.0,0.9918069839477539,bias_score
1,H6,1036,T0,0.9926851987838745,bias
1,H6,1036,T1,0.9943168759346008,bias
1,H6,1036,T2,0.9915155172348022,bias
1,H5,1037,0,0.9915584921836853,bias_score
1,H5,1037,0.2,0.9936298727989197,bias_score
1,H5,1037,0.4,0.9909582734107971,bias_score
1,H5,1037,0.6,0.9912960529327393,bias_score
1,H5,1037,0.8,0.9911047220230103,bias_score
1,H5,1037,1.0,0.9911472201347351,bias_score
1,H6,1037,T0,0.9909542798995972,bias
1,H6,1037,T1,0.9904981851577759,bias
1,H6,1037,T2,0.9908486604690552,bias
1,H5,1038,0,0.9925994277000427,bias_score
1,H5,1038,0.2,0.9920748472213745,bias_score
1,H5,1038,0.4,0.9892802834510803,bias_score
1,H5,1038,0.6,0.9919213652610779,bias_score
1,H5,1038,0.8,0.9924967885017395,bias_score
